Date,Species,Block,Trap,Latitude,Longitude,NumMosquitos,WnvPresent,Coordinates,Tmax_station1,Tmin_station1,Tavg_station1,Depart_station1,DewPoint_station1,WetBulb_station1,Heat_station1,Cool_station1,Sunrise_station1,Sunset_station1,SnowFall_station1,PrecipTotal_station1,StnPressure_station1,SeaLevel_station1,ResultSpeed_station1,ResultDir_station1,AvgSpeed_station1,Tmax_station2,Tmin_station2,Tavg_station2,Depart_station2,DewPoint_station2,WetBulb_station2,Heat_station2,Cool_station2,Sunrise_station2,Sunset_station2,SnowFall_station2,PrecipTotal_station2,StnPressure_station2,SeaLevel_station2,ResultSpeed_station2,ResultDir_station2,AvgSpeed_station2
2007-05-29,CULEX PIPIENS/RESTUANS,21,T050,41.919343,-87.694259,1,0,POINT (-87.694259 41.919343),88,60,74,10,58,65,0,9,421.0,1917.0,0.0,0.0,29.39,30.11,5.8,18,6.5,88,65,77,10,59,66,0,12,421.0,1917.0,0.0,0.0,29.44,30.09,5.8,16,7.4
2007-05-29,CULEX PIPIENS/RESTUANS,22,T054,41.921965,-87.632085,2,0,POINT (-87.632085 41.921965),88,60,74,10,58,65,0,9,421.0,1917.0,0.0,0.0,29.39,30.11,5.8,18,6.5,88,65,77,10,59,66,0,12,421.0,1917.0,0.0,0.0,29.44,30.09,5.8,16,7.4
2007-05-29,CULEX RESTUANS,22,T054,41.921965,-87.632085,3,0,POINT (-87.632085 41.921965),88,60,74,10,58,65,0,9,421.0,1917.0,0.0,0.0,29.39,30.11,5.8,18,6.5,88,65,77,10,59,66,0,12,421.0,1917.0,0.0,0.0,29.44,30.09,5.8,16,7.4
2007-05-29,CULEX PIPIENS/RESTUANS,22,T086,41.688324,-87.676709,1,0,POINT (-87.676709 41.688324),88,60,74,10,58,65,0,9,421.0,1917.0,0.0,0.0,29.39,30.11,5.8,18,6.5,88,65,77,10,59,66,0,12,421.0,1917.0,0.0,0.0,29.44,30.09,5.8,16,7.4
2007-05-29,CULEX RESTUANS,22,T086,41.688324,-87.676709,1,0,POINT (-87.676709 41.688324),88,60,74,10,58,65,0,9,421.0,1917.0,0.0,0.0,29.39,30.11,5.8,18,6.5,88,65,77,10,59,66,0,12,421.0,1917.0,0.0,0.0,29.44,30.09,5.8,16,7.4
2007-05-29,CULEX RESTUANS,11,T091,41.862292,-87.64886,1,0,POINT (-87.64886 41.862292),88,60,74,10,58,65,0,9,421.0,1917.0,0.0,0.0,29.39,30.11,5.8,18,6.5,88,65,77,10,59,66,0,12,421.0,1917.0,0.0,0.0,29.44,30.09,5.8,16,7.4
2007-05-29,CULEX RESTUANS,17,T094,41.720848,-87.666014,3,0,POINT (-87.666014 41.720848),88,60,74,10,58,65,0,9,421.0,1917.0,0.0,0.0,29.39,30.11,5.8,18,6.5,88,65,77,10,59,66,0,12,421.0,1917.0,0.0,0.0,29.44,30.09,5.8,16,7.4
2007-05-29,CULEX RESTUANS,22,T096,41.731922,-87.677512,5,0,POINT (-87.67751199999999 41.731922),88,60,74,10,58,65,0,9,421.0,1917.0,0.0,0.0,29.39,30.11,5.8,18,6.5,88,65,77,10,59,66,0,12,421.0,1917.0,0.0,0.0,29.44,30.09,5.8,16,7.4
2007-05-29,CULEX PIPIENS,22,T096,41.731922,-87.677512,1,0,POINT (-87.67751199999999 41.731922),88,60,74,10,58,65,0,9,421.0,1917.0,0.0,0.0,29.39,30.11,5.8,18,6.5,88,65,77,10,59,66,0,12,421.0,1917.0,0.0,0.0,29.44,30.09,5.8,16,7.4
2007-05-29,CULEX PIPIENS/RESTUANS,53,T129,41.891126,-87.61156,1,0,POINT (-87.61156 41.891126),88,60,74,10,58,65,0,9,421.0,1917.0,0.0,0.0,29.39,30.11,5.8,18,6.5,88,65,77,10,59,66,0,12,421.0,1917.0,0.0,0.0,29.44,30.09,5.8,16,7.4
2007-05-29,CULEX RESTUANS,53,T129,41.891126,-87.61156,2,0,POINT (-87.61156 41.891126),88,60,74,10,58,65,0,9,421.0,1917.0,0.0,0.0,29.39,30.11,5.8,18,6.5,88,65,77,10,59,66,0,12,421.0,1917.0,0.0,0.0,29.44,30.09,5.8,16,7.4
2007-05-29,CULEX PIPIENS/RESTUANS,65,T143,41.999129,-87.795585,1,0,POINT (-87.795585 41.999129),88,60,74,10,58,65,0,9,421.0,1917.0,0.0,0.0,29.39,30.11,5.8,18,6.5,88,65,77,10,59,66,0,12,421.0,1917.0,0.0,0.0,29.44,30.09,5.8,16,7.4
2007-05-29,CULEX PIPIENS/RESTUANS,75,T148,42.01743,-87.68776899999997,1,0,POINT (-87.68776899999999 42.01743),88,60,74,10,58,65,0,9,421.0,1917.0,0.0,0.0,29.39,30.11,5.8,18,6.5,88,65,77,10,59,66,0,12,421.0,1917.0,0.0,0.0,29.44,30.09,5.8,16,7.4
2007-05-29,CULEX RESTUANS,15,T153,41.907645,-87.760886,1,0,POINT (-87.760886 41.907645),88,60,74,10,58,65,0,9,421.0,1917.0,0.0,0.0,29.39,30.11,5.8,18,6.5,88,65,77,10,59,66,0,12,421.0,1917.0,0.0,0.0,29.44,30.09,5.8,16,7.4
2007-05-29,CULEX RESTUANS,89,T159,41.732984,-87.649642,1,0,POINT (-87.649642 41.732984),88,60,74,10,58,65,0,9,421.0,1917.0,0.0,0.0,29.39,30.11,5.8,18,6.5,88,65,77,10,59,66,0,12,421.0,1917.0,0.0,0.0,29.44,30.09,5.8,16,7.4
2007-06-05,CULEX PIPIENS/RESTUANS,41,T002,41.95469,-87.800991,3,0,POINT (-87.800991 41.95469),64,47,56,-9,48,51,9,0,417.0,1923.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63,51,57,-9,47,52,8,0,417.0,1923.0,0.0,0.27,29.16,29.78,6.2,3,8.1
2007-06-05,CULEX RESTUANS,41,T002,41.95469,-87.800991,5,0,POINT (-87.800991 41.95469),64,47,56,-9,48,51,9,0,417.0,1923.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63,51,57,-9,47,52,8,0,417.0,1923.0,0.0,0.27,29.16,29.78,6.2,3,8.1
2007-06-05,CULEX PIPIENS,41,T002,41.95469,-87.800991,1,0,POINT (-87.800991 41.95469),64,47,56,-9,48,51,9,0,417.0,1923.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63,51,57,-9,47,52,8,0,417.0,1923.0,0.0,0.27,29.16,29.78,6.2,3,8.1
2007-06-05,CULEX PIPIENS/RESTUANS,79,T015,41.974089,-87.824812,1,0,POINT (-87.82481199999999 41.974089),64,47,56,-9,48,51,9,0,417.0,1923.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63,51,57,-9,47,52,8,0,417.0,1923.0,0.0,0.27,29.16,29.78,6.2,3,8.1
2007-06-05,CULEX RESTUANS,79,T015,41.974089,-87.824812,2,0,POINT (-87.82481199999999 41.974089),64,47,56,-9,48,51,9,0,417.0,1923.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63,51,57,-9,47,52,8,0,417.0,1923.0,0.0,0.27,29.16,29.78,6.2,3,8.1
2007-06-05,CULEX PIPIENS/RESTUANS,15,T045,41.9216,-87.666455,1,0,POINT (-87.666455 41.9216),64,47,56,-9,48,51,9,0,417.0,1923.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63,51,57,-9,47,52,8,0,417.0,1923.0,0.0,0.27,29.16,29.78,6.2,3,8.1
2007-06-05,CULEX RESTUANS,15,T045,41.9216,-87.666455,2,0,POINT (-87.666455 41.9216),64,47,56,-9,48,51,9,0,417.0,1923.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63,51,57,-9,47,52,8,0,417.0,1923.0,0.0,0.27,29.16,29.78,6.2,3,8.1
2007-06-05,CULEX PIPIENS,15,T045,41.9216,-87.666455,1,0,POINT (-87.666455 41.9216),64,47,56,-9,48,51,9,0,417.0,1923.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63,51,57,-9,47,52,8,0,417.0,1923.0,0.0,0.27,29.16,29.78,6.2,3,8.1
2007-06-05,CULEX RESTUANS,25,T046,41.891118,-87.65449100000002,1,0,POINT (-87.65449100000001 41.891118),64,47,56,-9,48,51,9,0,417.0,1923.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63,51,57,-9,47,52,8,0,417.0,1923.0,0.0,0.27,29.16,29.78,6.2,3,8.1
2007-06-05,CULEX PIPIENS/RESTUANS,11,T048,41.867108,-87.654224,1,0,POINT (-87.654224 41.867108),64,47,56,-9,48,51,9,0,417.0,1923.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63,51,57,-9,47,52,8,0,417.0,1923.0,0.0,0.27,29.16,29.78,6.2,3,8.1
2007-06-05,CULEX RESTUANS,11,T048,41.867108,-87.654224,1,0,POINT (-87.654224 41.867108),64,47,56,-9,48,51,9,0,417.0,1923.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63,51,57,-9,47,52,8,0,417.0,1923.0,0.0,0.27,29.16,29.78,6.2,3,8.1
2007-06-05,CULEX PIPIENS,11,T048,41.867108,-87.654224,2,0,POINT (-87.654224 41.867108),64,47,56,-9,48,51,9,0,417.0,1923.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63,51,57,-9,47,52,8,0,417.0,1923.0,0.0,0.27,29.16,29.78,6.2,3,8.1
2007-06-05,CULEX RESTUANS,11,T049,41.896282,-87.655232,2,0,POINT (-87.655232 41.896282),64,47,56,-9,48,51,9,0,417.0,1923.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63,51,57,-9,47,52,8,0,417.0,1923.0,0.0,0.27,29.16,29.78,6.2,3,8.1
2007-06-05,CULEX PIPIENS/RESTUANS,21,T050,41.919343,-87.694259,1,0,POINT (-87.694259 41.919343),64,47,56,-9,48,51,9,0,417.0,1923.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63,51,57,-9,47,52,8,0,417.0,1923.0,0.0,0.27,29.16,29.78,6.2,3,8.1
2007-06-05,CULEX RESTUANS,21,T050,41.919343,-87.694259,1,0,POINT (-87.694259 41.919343),64,47,56,-9,48,51,9,0,417.0,1923.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63,51,57,-9,47,52,8,0,417.0,1923.0,0.0,0.27,29.16,29.78,6.2,3,8.1
2007-06-05,CULEX RESTUANS,22,T054,41.921965,-87.632085,3,0,POINT (-87.632085 41.921965),64,47,56,-9,48,51,9,0,417.0,1923.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63,51,57,-9,47,52,8,0,417.0,1923.0,0.0,0.27,29.16,29.78,6.2,3,8.1
2007-06-05,CULEX RESTUANS,22,T086,41.688324,-87.676709,4,0,POINT (-87.676709 41.688324),64,47,56,-9,48,51,9,0,417.0,1923.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63,51,57,-9,47,52,8,0,417.0,1923.0,0.0,0.27,29.16,29.78,6.2,3,8.1
2007-06-05,CULEX PIPIENS/RESTUANS,17,T094,41.720848,-87.666014,2,0,POINT (-87.666014 41.720848),64,47,56,-9,48,51,9,0,417.0,1923.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63,51,57,-9,47,52,8,0,417.0,1923.0,0.0,0.27,29.16,29.78,6.2,3,8.1
2007-06-05,CULEX PIPIENS/RESTUANS,22,T096,41.731922,-87.677512,1,0,POINT (-87.67751199999999 41.731922),64,47,56,-9,48,51,9,0,417.0,1923.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63,51,57,-9,47,52,8,0,417.0,1923.0,0.0,0.27,29.16,29.78,6.2,3,8.1
2007-06-05,CULEX RESTUANS,22,T096,41.731922,-87.677512,1,0,POINT (-87.67751199999999 41.731922),64,47,56,-9,48,51,9,0,417.0,1923.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63,51,57,-9,47,52,8,0,417.0,1923.0,0.0,0.27,29.16,29.78,6.2,3,8.1
2007-06-05,CULEX PIPIENS,22,T096,41.731922,-87.677512,1,0,POINT (-87.67751199999999 41.731922),64,47,56,-9,48,51,9,0,417.0,1923.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63,51,57,-9,47,52,8,0,417.0,1923.0,0.0,0.27,29.16,29.78,6.2,3,8.1
2007-06-05,CULEX PIPIENS/RESTUANS,65,T143,41.999129,-87.795585,2,0,POINT (-87.795585 41.999129),64,47,56,-9,48,51,9,0,417.0,1923.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63,51,57,-9,47,52,8,0,417.0,1923.0,0.0,0.27,29.16,29.78,6.2,3,8.1
2007-06-05,CULEX RESTUANS,65,T143,41.999129,-87.795585,9,0,POINT (-87.795585 41.999129),64,47,56,-9,48,51,9,0,417.0,1923.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63,51,57,-9,47,52,8,0,417.0,1923.0,0.0,0.27,29.16,29.78,6.2,3,8.1
2007-06-05,CULEX RESTUANS,15,T153,41.907645,-87.760886,3,0,POINT (-87.760886 41.907645),64,47,56,-9,48,51,9,0,417.0,1923.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63,51,57,-9,47,52,8,0,417.0,1923.0,0.0,0.27,29.16,29.78,6.2,3,8.1
2007-06-05,CULEX RESTUANS,89,T159,41.732984,-87.649642,1,0,POINT (-87.649642 41.732984),64,47,56,-9,48,51,9,0,417.0,1923.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63,51,57,-9,47,52,8,0,417.0,1923.0,0.0,0.27,29.16,29.78,6.2,3,8.1
2007-06-05,CULEX RESTUANS,91,T009,41.98196400000001,-87.812827,2,0,POINT (-87.812827 41.981964),64,47,56,-9,48,51,9,0,417.0,1923.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63,51,57,-9,47,52,8,0,417.0,1923.0,0.0,0.27,29.16,29.78,6.2,3,8.1
2007-06-05,CULEX RESTUANS,36,T011,41.944869,-87.832763,1,0,POINT (-87.832763 41.944869),64,47,56,-9,48,51,9,0,417.0,1923.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63,51,57,-9,47,52,8,0,417.0,1923.0,0.0,0.27,29.16,29.78,6.2,3,8.1
2007-06-05,CULEX RESTUANS,72,T016,42.011601,-87.81150600000002,1,0,POINT (-87.81150600000001 42.011601),64,47,56,-9,48,51,9,0,417.0,1923.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63,51,57,-9,47,52,8,0,417.0,1923.0,0.0,0.27,29.16,29.78,6.2,3,8.1
2007-06-05,CULEX RESTUANS,38,T019,41.94983,-87.69845699999998,1,0,POINT (-87.69845699999999 41.94983),64,47,56,-9,48,51,9,0,417.0,1923.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63,51,57,-9,47,52,8,0,417.0,1923.0,0.0,0.27,29.16,29.78,6.2,3,8.1
2007-06-05,CULEX RESTUANS,49,T025,41.979243,-87.750938,1,0,POINT (-87.750938 41.979243),64,47,56,-9,48,51,9,0,417.0,1923.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63,51,57,-9,47,52,8,0,417.0,1923.0,0.0,0.27,29.16,29.78,6.2,3,8.1
2007-06-05,CULEX RESTUANS,58,T028,41.986921,-87.689778,2,0,POINT (-87.689778 41.986921),64,47,56,-9,48,51,9,0,417.0,1923.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63,51,57,-9,47,52,8,0,417.0,1923.0,0.0,0.27,29.16,29.78,6.2,3,8.1
2007-06-05,CULEX PIPIENS/RESTUANS,50,T031,41.801498,-87.763416,1,0,POINT (-87.76341600000001 41.801498),64,47,56,-9,48,51,9,0,417.0,1923.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63,51,57,-9,47,52,8,0,417.0,1923.0,0.0,0.27,29.16,29.78,6.2,3,8.1
2007-06-05,CULEX RESTUANS,14,T033,41.906638,-87.701431,3,0,POINT (-87.701431 41.906638),64,47,56,-9,48,51,9,0,417.0,1923.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63,51,57,-9,47,52,8,0,417.0,1923.0,0.0,0.27,29.16,29.78,6.2,3,8.1
2007-06-05,CULEX RESTUANS,10,T089,41.723195,-87.64997,1,0,POINT (-87.64997 41.723195),64,47,56,-9,48,51,9,0,417.0,1923.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63,51,57,-9,47,52,8,0,417.0,1923.0,0.0,0.27,29.16,29.78,6.2,3,8.1
2007-06-05,CULEX PIPIENS/RESTUANS,11,T090,41.868077,-87.666901,1,0,POINT (-87.666901 41.868077),64,47,56,-9,48,51,9,0,417.0,1923.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63,51,57,-9,47,52,8,0,417.0,1923.0,0.0,0.27,29.16,29.78,6.2,3,8.1
2007-06-05,CULEX RESTUANS,11,T090,41.868077,-87.666901,7,0,POINT (-87.666901 41.868077),64,47,56,-9,48,51,9,0,417.0,1923.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63,51,57,-9,47,52,8,0,417.0,1923.0,0.0,0.27,29.16,29.78,6.2,3,8.1
2007-06-05,CULEX PIPIENS/RESTUANS,11,T092,41.869216,-87.627561,1,0,POINT (-87.627561 41.86921599999999),64,47,56,-9,48,51,9,0,417.0,1923.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63,51,57,-9,47,52,8,0,417.0,1923.0,0.0,0.27,29.16,29.78,6.2,3,8.1
2007-06-05,CULEX PIPIENS/RESTUANS,42,T135,41.662014,-87.72460799999998,2,0,POINT (-87.72460799999999 41.662014),64,47,56,-9,48,51,9,0,417.0,1923.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63,51,57,-9,47,52,8,0,417.0,1923.0,0.0,0.27,29.16,29.78,6.2,3,8.1
2007-06-05,CULEX RESTUANS,42,T135,41.662014,-87.72460799999998,4,0,POINT (-87.72460799999999 41.662014),64,47,56,-9,48,51,9,0,417.0,1923.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63,51,57,-9,47,52,8,0,417.0,1923.0,0.0,0.27,29.16,29.78,6.2,3,8.1
2007-06-05,CULEX PIPIENS,42,T135,41.662014,-87.72460799999998,1,0,POINT (-87.72460799999999 41.662014),64,47,56,-9,48,51,9,0,417.0,1923.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63,51,57,-9,47,52,8,0,417.0,1923.0,0.0,0.27,29.16,29.78,6.2,3,8.1
2007-06-05,CULEX PIPIENS/RESTUANS,53,T141,41.961743,-87.76007,1,0,POINT (-87.76007 41.961743),64,47,56,-9,48,51,9,0,417.0,1923.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63,51,57,-9,47,52,8,0,417.0,1923.0,0.0,0.27,29.16,29.78,6.2,3,8.1
2007-06-05,CULEX RESTUANS,53,T141,41.961743,-87.76007,2,0,POINT (-87.76007 41.961743),64,47,56,-9,48,51,9,0,417.0,1923.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63,51,57,-9,47,52,8,0,417.0,1923.0,0.0,0.27,29.16,29.78,6.2,3,8.1
2007-06-05,CULEX PIPIENS/RESTUANS,40,T142,41.953067,-87.776792,1,0,POINT (-87.776792 41.953067),64,47,56,-9,48,51,9,0,417.0,1923.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63,51,57,-9,47,52,8,0,417.0,1923.0,0.0,0.27,29.16,29.78,6.2,3,8.1
2007-06-05,CULEX RESTUANS,40,T142,41.953067,-87.776792,3,0,POINT (-87.776792 41.953067),64,47,56,-9,48,51,9,0,417.0,1923.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63,51,57,-9,47,52,8,0,417.0,1923.0,0.0,0.27,29.16,29.78,6.2,3,8.1
2007-06-05,CULEX RESTUANS,43,T145,41.878114,-87.629798,3,0,POINT (-87.62979799999999 41.878114),64,47,56,-9,48,51,9,0,417.0,1923.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63,51,57,-9,47,52,8,0,417.0,1923.0,0.0,0.27,29.16,29.78,6.2,3,8.1
2007-06-05,CULEX PIPIENS/RESTUANS,42,T146,41.958271,-87.702575,1,0,POINT (-87.702575 41.958271),64,47,56,-9,48,51,9,0,417.0,1923.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63,51,57,-9,47,52,8,0,417.0,1923.0,0.0,0.27,29.16,29.78,6.2,3,8.1
2007-06-05,CULEX RESTUANS,42,T146,41.958271,-87.702575,2,0,POINT (-87.702575 41.958271),64,47,56,-9,48,51,9,0,417.0,1923.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63,51,57,-9,47,52,8,0,417.0,1923.0,0.0,0.27,29.16,29.78,6.2,3,8.1
2007-06-05,CULEX RESTUANS,28,T147,41.932094,-87.700117,1,0,POINT (-87.70011700000001 41.932094),64,47,56,-9,48,51,9,0,417.0,1923.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63,51,57,-9,47,52,8,0,417.0,1923.0,0.0,0.27,29.16,29.78,6.2,3,8.1
2007-06-05,CULEX PIPIENS/RESTUANS,15,T149,41.994469,-87.667736,1,0,POINT (-87.667736 41.994469),64,47,56,-9,48,51,9,0,417.0,1923.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63,51,57,-9,47,52,8,0,417.0,1923.0,0.0,0.27,29.16,29.78,6.2,3,8.1
2007-06-05,CULEX RESTUANS,18,T150,42.006858,-87.675919,2,0,POINT (-87.67591899999999 42.006858),64,47,56,-9,48,51,9,0,417.0,1923.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63,51,57,-9,47,52,8,0,417.0,1923.0,0.0,0.27,29.16,29.78,6.2,3,8.1
2007-06-05,CULEX PIPIENS/RESTUANS,70,T151,41.916265,-87.800515,1,0,POINT (-87.800515 41.916265),64,47,56,-9,48,51,9,0,417.0,1923.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63,51,57,-9,47,52,8,0,417.0,1923.0,0.0,0.27,29.16,29.78,6.2,3,8.1
2007-06-05,CULEX RESTUANS,70,T151,41.916265,-87.800515,10,0,POINT (-87.800515 41.916265),64,47,56,-9,48,51,9,0,417.0,1923.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63,51,57,-9,47,52,8,0,417.0,1923.0,0.0,0.27,29.16,29.78,6.2,3,8.1
2007-06-05,CULEX RESTUANS,25,T152,41.846075,-87.716277,1,0,POINT (-87.71627700000001 41.846075),64,47,56,-9,48,51,9,0,417.0,1923.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63,51,57,-9,47,52,8,0,417.0,1923.0,0.0,0.27,29.16,29.78,6.2,3,8.1
2007-06-05,CULEX RESTUANS,21,T154,41.918705,-87.752329,1,0,POINT (-87.752329 41.918705),64,47,56,-9,48,51,9,0,417.0,1923.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63,51,57,-9,47,52,8,0,417.0,1923.0,0.0,0.27,29.16,29.78,6.2,3,8.1
2007-06-05,CULEX PIPIENS/RESTUANS,35,T158,41.682587,-87.707973,3,0,POINT (-87.707973 41.682587),64,47,56,-9,48,51,9,0,417.0,1923.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63,51,57,-9,47,52,8,0,417.0,1923.0,0.0,0.27,29.16,29.78,6.2,3,8.1
2007-06-05,CULEX RESTUANS,35,T158,41.682587,-87.707973,8,0,POINT (-87.707973 41.682587),64,47,56,-9,48,51,9,0,417.0,1923.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63,51,57,-9,47,52,8,0,417.0,1923.0,0.0,0.27,29.16,29.78,6.2,3,8.1
2007-06-05,CULEX PIPIENS/RESTUANS,93,T162,41.725517,-87.61425799999998,1,0,POINT (-87.61425799999999 41.725517),64,47,56,-9,48,51,9,0,417.0,1923.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63,51,57,-9,47,52,8,0,417.0,1923.0,0.0,0.27,29.16,29.78,6.2,3,8.1
2007-06-05,CULEX PIPIENS/RESTUANS,37,T218,41.948167,-87.730698,2,0,POINT (-87.730698 41.948167),64,47,56,-9,48,51,9,0,417.0,1923.0,0.0,0.42,29.1,29.79,5.2,5,7.6,63,51,57,-9,47,52,8,0,417.0,1923.0,0.0,0.27,29.16,29.78,6.2,3,8.1
